        T              Rev             ST             Date            Time              X               Y               Z              Vx              Vy              Vz              Xg              Yg              Zg               A               E               W               i             Node            Long             Lat      
 1.063000E+0003              10  2.640023E+0002        20/03/24        05:43:00 -6.258021E+0003  4.383644E+0002 -3.441837E+0003  3.619192E+0000  1.016198E+0000 -6.449228E+0000  2.507157E+0002 -6.260282E+0003 -3.456479E+0003  7.157857E+0003  3.494698E-0004  2.289061E+0002  9.855502E+0001  7.273037E-0001 -8.770661E+0001 -2.888491E+0001 
 1.064000E+0003              10  2.642530E+0002        20/03/24        05:44:00 -6.028764E+0003  4.984386E+0002 -3.821784E+0003  4.020201E+0000  9.856213E-0001 -6.211551E+0000  1.392884E+0002 -6.038795E+0003 -3.835886E+0003  7.156861E+0003  2.302993E-0004  2.438388E+0002  9.855561E+0001  7.276599E-0001 -8.867867E+0001 -3.241711E+0001 
 1.065000E+0003              10  2.645037E+0002        20/03/24        05:45:00 -5.775914E+0003  5.565621E+0002 -4.186737E+0003  4.405346E+0000  9.511990E-0001 -5.949588E+0000  2.936411E+0001 -5.792825E+0003 -4.200243E+0003  7.155807E+0003  1.283462E-0004  2.798181E+0002  9.855623E+0001  7.280942E-0001 -8.970957E+0001 -3.594465E+0001 
 1.066000E+0003              10  2.647544E+0002        20/03/24        05:46:00 -5.500470E+0003  6.125083E+0002 -4.535270E+0003  4.773124E+0000  9.130687E-0001 -5.664387E+0000 -7.841922E+0001 -5.523351E+0003 -4.548126E+0003  7.154712E+0003  1.380114E-0004  3.499879E+0002  9.855688E+0001  7.286107E-0001 -9.081342E+0001 -3.946644E+0001 
 1.067000E+0003              10  2.650051E+0002        20/03/24        05:47:00 -5.203515E+0003  6.660592E+0002 -4.866022E+0003  5.122106E+0000  8.713826E-0001 -5.357088E+0000 -1.834411E+0002 -5.231452E+0003 -4.878179E+0003  7.153593E+0003  2.559027E-0004  2.264293E+0001  9.855755E+0001  7.292120E-0001 -9.200826E+0001 -4.298110E+0001 
 1.068000E+0003              10  2.652558E+0002        20/03/24        05:48:00 -4.886220E+0003  7.170064E+0002 -5.177703E+0003  5.450937E+0000  8.263069E-0001 -5.028913E+0000 -2.851022E+0002 -4.918299E+0003 -5.189114E+0003  7.152467E+0003  3.978996E-0004  3.675604E+0001  9.855822E+0001  7.298997E-0001 -9.331759E+0001 -4.648681E+0001 
 1.069000E+0003              10  2.655064E+0002        20/03/24        05:49:00 -4.549831E+0003  7.651518E+0002 -5.469100E+0003  5.758348E+0000  7.780201E-0001 -4.681164E+0000 -3.828268E+0002 -4.585149E+0003 -5.479719E+0003  7.151353E+0003  5.456402E-0004  4.579235E+0001  9.855889E+0001  7.306737E-0001 -9.477271E+0001 -4.998115E+0001 
 1.070000E+0003              10  2.657571E+0002        20/03/24        05:50:00 -4.195670E+0003  8.103084E+0002 -5.739079E+0003  6.043155E+0000  7.267134E-0001 -4.315218E+0000 -4.760664E+0002 -4.233341E+0003 -5.748866E+0003  7.150267E+0003  6.938478E-0004  5.289637E+0001  9.855955E+0001  7.315329E-0001 -9.641632E+0001 -5.346081E+0001 
 1.071000E+0003              10  2.660078E+0002        20/03/24        05:51:00 -3.825127E+0003  8.523010E+0002 -5.986591E+0003  6.304265E+0000  6.725888E-0001 -3.932518E+0000 -5.643022E+0002 -3.864291E+0003 -5.995507E+0003  7.149227E+0003  8.395436E-0004  5.908265E+0001  9.856017E+0001  7.324745E-0001 -9.830818E+0001 -5.692110E+0001 
 1.072000E+0003              10  2.662585E+0002        20/03/24        05:52:00 -3.439653E+0003  8.909669E+0002 -6.210676E+0003  6.540679E+0000  6.158590E-0001 -3.534568E+0000 -6.470479E+0002 -3.479482E+0003 -6.218686E+0003  7.148249E+0003  9.804234E-0004  6.477018E+0001  9.856077E+0001  7.334947E-0001 -1.005344E+0002 -6.035524E+0001 
 1.073000E+0003              10  2.665092E+0002        20/03/24        05:53:00 -3.040757E+0003  9.261564E+0002 -6.410465E+0003  6.751496E+0000  5.567461E-0001 -3.122929E+0000 -7.238518E+0002 -3.080466E+0003 -6.417539E+0003  7.147348E+0003  1.114496E-0003  7.016291E+0001  9.856131E+0001  7.345883E-0001 -1.032235E+0002 -6.375295E+0001 
 1.074000E+0003              10  2.667599E+0002        20/03/24        05:54:00 -2.630001E+0003  9.577334E+0002 -6.585186E+0003  6.935915E+0000  4.954811E-0001 -2.699211E+0000 -7.942994E+0002 -2.668849E+0003 -6.591295E+0003  7.146537E+0003  1.239991E-0003  7.537256E+0001  9.856181E+0001  7.357489E-0001 -1.065740E+0002 -6.709802E+0001 
 1.075000E+0003              10  2.670105E+0002        20/03/24        05:55:00 -2.208989E+0003  9.855759E+0002 -6.734162E+0003  7.093238E+0000  4.323026E-0001 -2.265067E+0000 -8.580152E+0002 -2.246289E+0003 -6.739283E+0003  7.145831E+0003  1.355316E-0003  8.046599E+0001  9.856224E+0001  7.369693E-0001 -1.109054E+0002 -7.036357E+0001 
 1.076000E+0003              10  2.672612E+0002        20/03/24        05:56:00 -1.779366E+0003  1.009576E+0003 -6.856819E+0003  7.222872E+0000  3.674560E-0001 -1.822186E+0000 -9.146645E+0002 -1.814488E+0003 -6.860931E+0003  7.145239E+0003  1.459076E-0003  8.548640E+0001  9.856260E+0001  7.382410E-0001 -1.167522E+0002 -7.350239E+0001 
 1.077000E+0003              10  2.675119E+0002        20/03/24        05:57:00 -1.342808E+0003  1.029642E+0003 -6.952684E+0003  7.324330E+0000  3.011928E-0001 -1.372290E+0000 -9.639553E+0002 -1.375187E+0003 -6.955772E+0003  7.144771E+0003  1.550079E-0003  9.046354E+0001  9.856289E+0001  7.395550E-0001 -1.250290E+0002 -7.642637E+0001 
 1.078000E+0003              10  2.677626E+0002        20/03/24        05:58:00 -9.010180E+0002  1.045696E+0003 -7.021388E+0003  7.397231E+0000  2.337694E-0001 -9.171229E-0001 -1.005639E+0003 -9.301562E+0002 -7.023440E+0003  7.144434E+0003  1.627342E-0003  9.541912E+0001  9.856310E+0001  7.409014E-0001 -1.372330E+0002 -7.896356E+0001 
 1.079000E+0003              10  2.680133E+0002        20/03/24        05:59:00 -4.557172E+0002  1.057677E+0003 -7.062669E+0003  7.441305E+0000  1.654464E-0001 -4.584473E-0001 -1.039513E+0003 -4.811886E+0002 -7.063676E+0003  7.144233E+0003  1.690105E-0003  1.003700E+0002  9.856322E+0001  7.422700E-0001 -1.551607E+0002 -8.078880E+0001 
 1.080000E+0003              10  2.682640E+0002        20/03/24        06:00:00 -8.641179E+0000  1.065537E+0003 -7.076367E+0003  7.456391E+0000  9.648749E-0002  1.962256E-0003 -1.065420E+0003 -3.009421E+0001 -7.076326E+0003  7.144171E+0003  1.737832E-0003  1.053297E+0002  9.856326E+0001  7.436501E-0001 -1.783820E+0002 -8.143442E+0001 
 1.081000E+0003              10  2.685147E+0002        20/03/24        06:01:00  4.384688E+0002  1.069248E+0003 -7.062434E+0003  7.442435E+0000  2.715870E-0002  4.623256E-0001 -1.083249E+0003  4.213082E+0002 -7.061345E+0003  7.144250E+0003  1.770221E-0003  1.103102E+0002  9.856322E+0001  7.450309E-0001  1.587474E+0002 -8.065295E+0001 
 1.082000E+0003              10  2.687653E+0002        20/03/24        06:02:00  8.838713E+0002  1.068794E+0003 -7.020925E+0003  7.399495E+0000 -4.227272E-0002  9.208636E-0001 -1.092937E+0003  8.711983E+0002 -7.018792E+0003  7.144467E+0003  1.787200E-0003  1.153220E+0002  9.856309E+0001  7.464015E-0001  1.414411E+0002 -7.873782E+0001 
 1.083000E+0003              10  2.690160E+0002        20/03/24        06:03:00  1.325832E+0003  1.064178E+0003 -6.952002E+0003  7.327739E+0000 -1.115391E-0001  1.375804E+0000 -1.094467E+0003  1.317761E+0003 -6.948834E+0003  7.144821E+0003  1.788929E-0003  1.203750E+0002  9.856288E+0001  7.477513E-0001  1.297113E+0002 -7.615181E+0001 
 1.084000E+0003              10  2.692667E+0002        20/03/24        06:04:00  1.762629E+0003  1.055418E+0003 -6.855936E+0003  7.227441E+0000 -1.803734E-0001  1.825388E+0000 -1.087870E+0003  1.759195E+0003 -6.851744E+0003  7.145304E+0003  1.775788E-0003  1.254790E+0002  9.856259E+0001  7.490699E-0001  1.217323E+0002 -7.320211E+0001 
 1.085000E+0003              10  2.695174E+0002        20/03/24        06:05:00  2.192561E+0003  1.042547E+0003 -6.733098E+0003  7.098986E+0000 -2.485100E-0001  2.267875E+0000 -1.073225E+0003  2.193718E+0003 -6.727899E+0003  7.145909E+0003  1.748368E-0003  1.306436E+0002  9.856222E+0001  7.503475E-0001  1.160691E+0002 -7.004951E+0001 
 1.086000E+0003              10  2.697681E+0002        20/03/24        06:06:00  2.613954E+0003  1.025616E+0003 -6.583967E+0003  6.942865E+0000 -3.156857E-0001  2.701552E+0000 -1.050656E+0003  2.619576E+0003 -6.577781E+0003  7.146627E+0003  1.707460E-0003  1.358788E+0002  9.856179E+0001  7.515748E-0001  1.118547E+0002 -6.677661E+0001 
 1.087000E+0003              10  2.700188E+0002        20/03/24        06:07:00  3.025164E+0003  1.004690E+0003 -6.409121E+0003  6.759674E+0000 -3.816408E-0001  3.124737E+0000 -1.020333E+0003  3.035047E+0003 -6.401973E+0003  7.147448E+0003  1.654036E-0003  1.411950E+0002  9.856129E+0001  7.527436E-0001  1.085818E+0002 -6.342793E+0001 
 1.088000E+0003              10  2.702694E+0002        20/03/24        06:08:00  3.424587E+0003  9.798487E+0002 -6.209241E+0003  6.550113E+0000 -4.461198E-0001  3.535786E+0000 -9.824708E+0002  3.438454E+0003 -6.201158E+0003  7.148357E+0003  1.589223E-0003  1.466031E+0002  9.856074E+0001  7.538462E-0001  1.059463E+0002 -6.002897E+0001 
 1.089000E+0003              10  2.705201E+0002        20/03/24        06:09:00  3.810666E+0003  9.511897E+0002 -5.985102E+0003  6.314985E+0000 -5.088726E-0001  3.933098E+0000 -9.373293E+0002  3.828163E+0003 -5.976116E+0003  7.149341E+0003  1.514289E-0003  1.521148E+0002  9.856014E+0001  7.548764E-0001  1.037582E+0002 -5.659517E+0001 
 1.090000E+0003              10  2.707708E+0002        20/03/24        06:10:00  4.181892E+0003  9.188234E+0002 -5.737575E+0003  6.055189E+0000 -5.696552E-0001  4.315123E+0000 -8.852091E+0002  4.202600E+0003 -5.727721E+0003  7.150384E+0003  1.430605E-0003  1.577424E+0002  9.855950E+0001  7.558287E-0001  1.018945E+0002 -5.313635E+0001 
 1.091000E+0003              10  2.710215E+0002        20/03/24        06:11:00  4.536815E+0003  8.828752E+0002 -5.467623E+0003  5.771724E+0000 -6.282308E-0001  4.680370E+0000 -8.264519E+0002  4.560247E+0003 -5.456939E+0003  7.151471E+0003  1.339622E-0003  1.634987E+0002  9.855884E+0001  7.566991E-0001  1.002722E+0002 -4.965904E+0001 
 1.092000E+0003              10  2.712722E+0002        20/03/24        06:12:00  4.874047E+0003  8.434845E+0002 -5.176295E+0003  5.465680E+0000 -6.843707E-0001  5.027405E+0000 -7.614381E+0002  4.899658E+0003 -5.164823E+0003  7.152584E+0003  1.242836E-0003  1.693974E+0002  9.855816E+0001  7.574848E-0001  9.883347E+0001 -4.616775E+0001 
 1.093000E+0003              10  2.715229E+0002        20/03/24        06:13:00  5.192269E+0003  8.008039E+0002 -4.864726E+0003  5.138237E+0000 -7.378552E-0001  5.354865E+0000 -6.905848E+0002  5.219457E+0003 -4.852510E+0003  7.153706E+0003  1.141753E-0003  1.754523E+0002  9.855747E+0001  7.581845E-0001  9.753701E+0001 -4.266565E+0001 
 1.094000E+0003              10  2.717735E+0002        20/03/24        06:14:00  5.490233E+0003  7.549991E+0002 -4.534129E+0003  4.790661E+0000 -7.884744E-0001  5.661462E+0000 -6.143436E+0002  5.518349E+0003 -4.521217E+0003  7.154819E+0003  1.037852E-0003  1.816767E+0002  9.855679E+0001  7.587978E-0001  9.635243E+0001 -3.915509E+0001 
 1.095000E+0003              10  2.720242E+0002        20/03/24        06:15:00  5.766772E+0003  7.062482E+0002 -4.185792E+0003  4.424297E+0000 -8.360292E-0001  5.945984E+0000 -5.331981E+0002  5.795123E+0003 -4.172235E+0003  7.155906E+0003  9.325439E-0004  1.880831E+0002  9.855612E+0001  7.593262E-0001  9.525687E+0001 -3.563780E+0001 
 1.096000E+0003              10  2.722749E+0002        20/03/24        06:16:00  6.020801E+0003  6.547407E+0002 -3.821075E+0003  4.040569E+0000 -8.803322E-0001  6.207304E+0000 -4.476614E+0002  6.048658E+0003 -3.806926E+0003  7.156951E+0003  8.271346E-0004  1.946812E+0002  9.855548E+0001  7.597721E-0001  9.423275E+0001 -3.211513E+0001 
 1.097000E+0003              10  2.725256E+0002        20/03/24        06:17:00  6.251323E+0003  6.006769E+0002 -3.441400E+0003  3.640971E+0000 -9.212084E-0001  6.444387E+0000 -3.582731E+0002  6.277926E+0003 -3.426714E+0003  7.157936E+0003  7.227817E-0004  2.014758E+0002  9.855487E+0001  7.601395E-0001  9.326625E+0001 -2.858812E+0001 
 1.098000E+0003              10  2.727763E+0002        20/03/24        06:18:00  6.457432E+0003  5.442675E+0002 -3.048252E+0003  3.227062E+0000 -9.584959E-0001  6.656288E+0000 -2.655967E+0002  6.482001E+0003 -3.033086E+0003  7.158847E+0003  6.204547E-0004  2.084631E+0002  9.855431E+0001  7.604333E-0001  9.234635E+0001 -2.505759E+0001 
 1.099000E+0003              10  2.730270E+0002        20/03/24        06:19:00  6.638317E+0003  4.857321E+0002 -2.643166E+0003  2.800458E+0000 -9.920468E-0001  6.842163E+0000 -1.702161E+0002  6.660057E+0003 -2.627580E+0003  7.159669E+0003  5.208980E-0004  2.156236E+0002  9.855380E+0001  7.606598E-0001  9.146403E+0001 -2.152424E+0001 
 1.100000E+0003              10  2.732777E+0002        20/03/24        06:20:00  6.793266E+0003  4.252992E+0002 -2.227728E+0003  2.362833E+0000 -1.021728E+0000  7.001271E+0000 -7.273269E+0001  6.811376E+0003 -2.211782E+0003  7.160390E+0003  4.245992E-0004  2.229091E+0002  9.855335E+0001  7.608262E-0001  9.061179E+0001 -1.798863E+0001 
 1.101000E+0003              10  2.735283E+0002        20/03/24        06:21:00  6.921671E+0003  3.632046E+0002 -1.803562E+0003  1.915903E+0000 -1.047421E+0000  7.132973E+0000  2.623788E+0001  6.935350E+0003 -1.787318E+0003  7.160998E+0003  3.317703E-0004  2.302124E+0002  9.855297E+0001  7.609408E-0001  8.978324E+0001 -1.445122E+0001 
 1.102000E+0003              10  2.737790E+0002        20/03/24        06:22:00  7.023024E+0003  2.996905E+0002 -1.372330E+0003  1.461424E+0000 -1.069024E+0000  7.236743E+0000  1.260693E+0002  7.031482E+0003 -1.355852E+0003  7.161483E+0003  2.423501E-0004  2.372771E+0002  9.855267E+0001  7.610125E-0001  8.897284E+0001 -1.091245E+0001 
 1.103000E+0003              10  2.740297E+0002        20/03/24        06:23:00  7.096926E+0003  2.350052E+0002 -9.357198E+0002  1.001185E+0000 -1.086450E+0000  7.312164E+0000  2.261280E+0002  7.099390E+0003 -9.190730E+0002  7.161838E+0003  1.560711E-0004  2.433297E+0002  9.855244E+0001  7.610509E-0001  8.817565E+0001 -7.372676E+0000 
 1.104000E+0003              10  2.742804E+0002        20/03/24        06:24:00  7.143087E+0003  1.694014E+0002 -4.954431E+0002  5.369992E-0001 -1.099631E+0000  7.358933E+0000  3.257766E+0002  7.138808E+0003 -4.786919E+0002  7.162058E+0003  7.293923E-0005  2.442581E+0002  9.855229E+0001  7.610663E-0001  8.738714E+0001 -3.832242E+0000 
 1.105000E+0003              10  2.745311E+0002        20/03/24        06:25:00  7.161324E+0003  1.031354E+0002 -5.322479E+0001  7.069493E-0002 -1.108514E+0000  7.376861E+0000  4.243774E+0002  7.149588E+0003 -3.643464E+0001  7.162140E+0003  2.165456E-0005  1.429789E+0002  9.855223E+0001  7.610692E-0001  8.660309E+0001 -2.914665E-0001 
 1.106000E+0003              11  2.747818E+0002        20/03/24        06:26:00  7.151565E+0003  3.646638E+0001  3.892020E+0002 -3.958888E-0001 -1.113063E+0000  7.365878E+0000  5.212960E+0002  7.131699E+0003  4.059654E+0002  7.162081E+0003  9.619003E-0005  1.065586E+0002  9.855226E+0001  7.610702E-0001  8.581936E+0001  3.249343E+0000 
 1.107000E+0003              11  2.750324E+0002        20/03/24        06:27:00  7.113848E+0003 -3.034515E+0001  8.301032E+0002 -8.609123E-0001 -1.113262E+0000  7.326027E+0000  6.159051E+0002  7.085229E+0003  8.467743E+0002  7.161882E+0003  1.782359E-0004  1.102487E+0002  9.855236E+0001  7.610801E-0001  8.503188E+0001  6.789879E+0000 
 1.108000E+0003              11  2.752831E+0002        20/03/24        06:28:00  7.048323E+0003 -9.703797E+0001  1.267751E+0003 -1.322543E+0000 -1.109108E+0000  7.257467E+0000  7.075874E+0002  7.010382E+0003  1.284265E+0003  7.161548E+0003  2.621752E-0004  1.169599E+0002  9.855256E+0001  7.611096E-0001  8.423641E+0001  1.032983E+0001 
 1.109000E+0003              11  2.755338E+0002        20/03/24        06:29:00  6.955247E+0003 -1.633514E+0002  1.700430E+0003 -1.778961E+0000 -1.100620E+0000  7.160474E+0000  7.957397E+0002  6.907480E+0003  1.716722E+0003  7.161083E+0003  3.484243E-0004  1.244010E+0002  9.855283E+0001  7.611690E-0001  8.342851E+0001  1.386885E+0001 
 1.110000E+0003              11  2.757845E+0002        20/03/24        06:30:00  6.834988E+0003 -2.290264E+0002  2.126447E+0003 -2.228371E+0000 -1.087832E+0000  7.035438E+0000  8.797758E+0002  6.776960E+0003  2.142453E+0003  7.160494E+0003  4.374462E-0004  1.320185E+0002  9.855317E+0001  7.612680E-0001  8.260331E+0001  1.740658E+0001 
 1.111000E+0003              11  2.760352E+0002        20/03/24        06:31:00  6.688018E+0003 -2.938063E+0002  2.544132E+0003 -2.669006E+0000 -1.070795E+0000  6.882859E+0000  9.591300E+0002  6.619370E+0003  2.559790E+0003  7.159790E+0003  5.294818E-0004  1.396015E+0002  9.855359E+0001  7.614159E-0001  8.175537E+0001  2.094261E+0001 
 1.112000E+0003              11  2.762859E+0002        20/03/24        06:32:00  6.514917E+0003 -3.574382E+0002  2.951851E+0003 -3.099136E+0000 -1.049578E+0000  6.703347E+0000  1.033260E+0003  6.435373E+0003  2.967100E+0003  7.158983E+0003  6.244918E-0004  1.470512E+0002  9.855407E+0001  7.616213E-0001  8.087847E+0001  2.447648E+0001 
 1.113000E+0003              11  2.765366E+0002        20/03/24        06:33:00  6.316366E+0003 -4.196738E+0002  3.348009E+0003 -3.517075E+0000 -1.024266E+0000  6.497621E+0000  1.101652E+0003  6.225736E+0003  3.362789E+0003  7.158086E+0003  7.221469E-0004  1.543189E+0002  9.855461E+0001  7.618917E-0001  7.996531E+0001  2.800763E+0001 
 1.114000E+0003              11  2.767872E+0002        20/03/24        06:34:00  6.093145E+0003 -4.802702E+0002  3.731058E+0003 -3.921188E+0000 -9.949590E-0001  6.266499E+0000  1.163819E+0003  5.991330E+0003  3.745311E+0003  7.157111E+0003  8.218427E-0004  1.613822E+0002  9.855520E+0001  7.622336E-0001  7.900717E+0001  3.153542E+0001 
 1.115000E+0003              11  2.770379E+0002        20/03/24        06:35:00  5.846132E+0003 -5.389913E+0002  4.099500E+0003 -4.309897E+0000 -9.617745E-0001  6.010902E+0000  1.219309E+0003  5.733130E+0003  4.113170E+0003  7.156075E+0003  9.227283E-0004  1.682347E+0002  9.855582E+0001  7.626526E-0001  7.799336E+0001  3.505902E+0001 
 1.116000E+0003              11  2.772886E+0002        20/03/24        06:36:00  5.576296E+0003 -5.956082E+0002  4.451897E+0003 -4.681689E+0000 -9.248442E-0001  5.731844E+0000  1.267702E+0003  5.452203E+0003  4.464932E+0003  7.154993E+0003  1.023743E-0003  1.748796E+0002  9.855647E+0001  7.631529E-0001  7.691062E+0001  3.857744E+0001 
 1.117000E+0003              11  2.775393E+0002        20/03/24        06:37:00  5.284696E+0003 -6.499006E+0002  4.786874E+0003 -5.035118E+0000 -8.843142E-0001  5.430430E+0000  1.308620E+0003  5.149711E+0003  4.799222E+0003  7.153883E+0003  1.123660E-0003  1.813258E+0002  9.855714E+0001  7.637376E-0001  7.574205E+0001  4.208940E+0001 
 1.118000E+0003              11  2.777900E+0002        20/03/24        06:38:00  4.972476E+0003 -7.016571E+0002  5.103125E+0003 -5.368814E+0000 -8.403444E-0001  5.107852E+0000  1.341721E+0003  4.826900E+0003  5.114739E+0003  7.152762E+0003  1.221126E-0003  1.875858E+0002  9.855782E+0001  7.644083E-0001  7.446580E+0001  4.559322E+0001 
 1.119000E+0003              11  2.780407E+0002        20/03/24        06:39:00  4.640859E+0003 -7.506766E+0002  5.399418E+0003 -5.681486E+0000 -7.931081E-0001  4.765380E+0000  1.366706E+0003  4.485097E+0003  5.410252E+0003  7.151646E+0003  1.314705E-0003  1.936738E+0002  9.855850E+0001  7.651654E-0001  7.305289E+0001  4.908669E+0001 
 1.120000E+0003              11  2.782913E+0002        20/03/24        06:40:00  4.291143E+0003 -7.967685E+0002  5.674600E+0003 -5.971928E+0000 -7.427907E-0001  4.404360E+0000  1.383319E+0003  4.125706E+0003  5.684611E+0003  7.150555E+0003  1.402922E-0003  1.996045E+0002  9.855916E+0001  7.660079E-0001  7.146408E+0001  5.256677E+0001 
 1.121000E+0003              11  2.785420E+0002        20/03/24        06:41:00  3.924695E+0003 -8.397538E+0002  5.927599E+0003 -6.239021E+0000 -6.895891E-0001  4.026209E+0000  1.391349E+0003  3.750200E+0003  5.936749E+0003  7.149504E+0003  1.484298E-0003  2.053927E+0002  9.855980E+0001  7.669334E-0001  6.964481E+0001  5.602923E+0001 
 1.122000E+0003              11  2.787927E+0002        20/03/24        06:42:00  3.542948E+0003 -8.794656E+0002  6.157432E+0003 -6.481739E+0000 -6.337112E-0001  3.632404E+0000  1.390633E+0003  3.360115E+0003  6.165685E+0003  7.148509E+0003  1.557391E-0003  2.110529E+0002  9.856040E+0001  7.679384E-0001  6.751706E+0001  5.946794E+0001 
 1.123000E+0003              11  2.790434E+0002        20/03/24        06:43:00  3.147392E+0003 -9.157500E+0002  6.363205E+0003 -6.699150E+0000 -5.753747E-0001  3.224483E+0000  1.381053E+0003  2.957044E+0003  6.370529E+0003  7.147588E+0003  1.620826E-0003  2.165987E+0002  9.856096E+0001  7.690178E-0001  6.496562E+0001  6.287373E+0001 
 1.124000E+0003              11  2.792941E+0002        20/03/24        06:44:00  2.739572E+0003 -9.484660E+0002  6.544119E+0003 -6.890423E+0000 -5.148063E-0001  2.804035E+0000  1.362541E+0003  2.542629E+0003  6.550485E+0003  7.146753E+0003  1.673331E-0003  2.220434E+0002  9.856147E+0001  7.701657E-0001  6.181408E+0001  6.623230E+0001 
 1.125000E+0003              11  2.795448E+0002        20/03/24        06:45:00  2.321079E+0003 -9.774868E+0002  6.699471E+0003 -7.054826E+0000 -4.522409E-0001  2.372694E+0000  1.335079E+0003  2.118558E+0003  6.704855E+0003  7.146018E+0003  1.713760E-0003  2.273991E+0002  9.856192E+0001  7.713749E-0001  5.778158E+0001  6.952025E+0001 
 1.126000E+0003              11  2.797955E+0002        20/03/24        06:46:00  1.893543E+0003 -1.002700E+0003  6.828658E+0003 -7.191730E+0000 -3.879208E-0001  1.932133E+0000  1.298695E+0003  1.686554E+0003  6.833038E+0003  7.145394E+0003  1.741123E-0003  2.326780E+0002  9.856230E+0001  7.726373E-0001  5.240269E+0001  7.269712E+0001 
 1.127000E+0003              11  2.800461E+0002        20/03/24        06:47:00  1.458632E+0003 -1.024007E+0003  6.931177E+0003 -7.300611E+0000 -3.220947E-0001  1.484061E+0000  1.253470E+0003  1.248369E+0003  6.934536E+0003  7.144891E+0003  1.754605E-0003  2.378913E+0002  9.856261E+0001  7.739440E-0001  4.488318E+0001  7.568852E+0001 
 1.128000E+0003              11  2.802968E+0002        20/03/24        06:48:00  1.018039E+0003 -1.041326E+0003  7.006630E+0003 -7.381052E+0000 -2.550167E-0001  1.030210E+0000  1.199534E+0003  8.057801E+0002  7.008956E+0003  7.144517E+0003  1.753585E-0003  2.430504E+0002  9.856284E+0001  7.752852E-0001  3.389101E+0001  7.835047E+0001 
 1.129000E+0003              11  2.805475E+0002        20/03/24        06:49:00  5.734806E+0002 -1.054589E+0003  7.054722E+0003 -7.432745E+0000 -1.869456E-0001  5.723377E-0001  1.137064E+0003  3.605772E+0002  7.056005E+0003  7.144278E+0003  1.737654E-0003  2.481665E+0002  9.856299E+0001  7.766508E-0001  1.759447E+0001  8.040448E+0001 
 1.130000E+0003              11  2.807982E+0002        20/03/24        06:50:00  1.266885E+0002 -1.063745E+0003  7.075265E+0003 -7.455489E+0000 -1.181439E-0001  1.122129E-0001  1.066287E+0003 -8.544027E+0001  7.075501E+0003  7.144178E+0003  1.706618E-0003  2.532513E+0002  9.856306E+0001  7.780302E-0001 -4.581251E+0000  8.140288E+0001 
 1.131000E+0003              11  2.810489E+0002        20/03/24        06:51:00 -3.205972E+0002 -1.068757E+0003  7.068178E+0003 -7.449194E+0000 -4.887668E-0002 -3.483854E-0001  9.874795E+0002 -5.304721E+0002  7.067365E+0003  7.144217E+0003  1.660517E-0003  2.583176E+0002  9.856303E+0001  7.794126E-0001 -2.824461E+0001  8.098747E+0001 
 1.132000E+0003              11  2.812996E+0002        20/03/24        06:52:00 -7.666342E+0002 -1.069606E+0003  7.033485E+0003 -7.413876E+0000  2.058893E-0002 -8.076762E-0001  9.009616E+0002 -9.727242E+0002  7.031626E+0003  7.144396E+0003  1.599619E-0003  2.633794E+0002  9.856293E+0001  7.807871E-0001 -4.719337E+0001  7.932181E+0001 
 1.133000E+0003              11  2.815502E+0002        20/03/24        06:53:00 -1.209684E+0003 -1.066288E+0003  6.971318E+0003 -7.349666E+0000  8.998500E-0002 -1.263882E+0000  8.071007E+0002 -1.410416E+0003  6.968422E+0003  7.144712E+0003  1.524426E-0003  2.684534E+0002  9.856274E+0001  7.821430E-0001 -6.021995E+0001  7.687336E+0001 
 1.134000E+0003              11  2.818009E+0002        20/03/24        06:54:00 -1.648021E+0003 -1.058815E+0003  6.881916E+0003 -7.256801E+0000  1.590436E-0001 -1.715237E+0000  7.063079E+0002 -1.841787E+0003  6.877993E+0003  7.145160E+0003  1.435668E-0003  2.735604E+0002  9.856247E+0001  7.834697E-0001 -6.901865E+0001  7.399737E+0001 
 1.135000E+0003              11  2.820516E+0002        20/03/24        06:55:00 -2.079934E+0003 -1.047215E+0003  6.765622E+0003 -7.135628E+0000  2.274979E-0001 -2.159991E+0000  5.990363E+0002 -2.265104E+0003  6.760687E+0003  7.145733E+0003  1.334301E-0003  2.787275E+0002  9.856212E+0001  7.847574E-0001 -7.518652E+0001  7.088578E+0001 
 1.136000E+0003              11  2.823023E+0002        20/03/24        06:56:00 -2.503739E+0003 -1.031532E+0003  6.622884E+0003 -6.986601E+0000  2.950829E-0001 -2.596415E+0000  4.857793E+0002 -2.678669E+0003  6.616956E+0003  7.146422E+0003  1.221498E-0003  2.839917E+0002  9.856170E+0001  7.859966E-0001 -7.972107E+0001  6.763666E+0001 
 1.137000E+0003              11  2.825530E+0002        20/03/24        06:57:00 -2.917781E+0003 -1.011827E+0003  6.454253E+0003 -6.810282E+0000  3.615364E-0001 -3.022811E+0000  3.670683E+0002 -3.080824E+0003  6.447356E+0003  7.147216E+0003  1.098642E-0003  2.894076E+0002  9.856122E+0001  7.871787E-0001 -8.320546E+0001  6.430208E+0001 
 1.138000E+0003              11  2.828037E+0002        20/03/24        06:58:00 -3.320441E+0003 -9.881758E+0002  6.260380E+0003 -6.607339E+0000  4.266002E-0001 -3.437517E+0000  2.434704E+0002 -3.469961E+0003  6.252541E+0003  7.148104E+0003  9.673255E-0004  2.950597E+0002  9.856068E+0001  7.882961E-0001 -8.598641E+0001  6.091139E+0001 
